Org_Type,ID_rep,Org_Name,4-Hydroxyisoleucine_HILIC,Acetyl-L-carnitine_HILIC,Adenine_HILIC,Adenosine_HILIC,Adenosyl Homocysteine_HILIC,Adenosyl Methionine_HILIC,Agmatine_RP,Alanine_HILIC,Allopurinol_RP,Amino Propanesulfonic Acid_HILIC,AMP_HILIC,Arginine_HILIC,Argininosuccinic Acid_HILIC,Arsenobetaine_HILIC,Asparagine_HILIC,Aspartic acid_HILIC,beta-Alanine_HILIC,beta-Glutamic acid_HILIC,Betaine_HILIC,Betonicine_HILIC,Butyryl-L-carnitine_HILIC,Carnitine_HILIC,Choline_HILIC,Citrulline_HILIC,Creatine_HILIC,Cystathionine_HILIC,Cysteic Acid_HILIC,Cytidine_HILIC,Cytosine_HILIC,Deoxyadenosine_HILIC,Dexpanthenol_HILIC,DHPS_HILIC,Dimethylsulfonioacetate (DMS-Ac)_HILIC,DMSP_HILIC,Ectoine_HILIC,Gluconic Acid_HILIC,Glucosylglycerol_HILIC,Glutamic acid_HILIC,Glutamine_HILIC,Glutathione Disulfide_RP,Glycerophosphocholine_HILIC,Gonyol_HILIC,Guanine_HILIC,Guanosine_HILIC,Histidine_HILIC,Homarine_HILIC,Homoserine_HILIC,Inosine_HILIC,Isethionic Acid_HILIC,Kynurenine_RP,L-Pyroglutamic acid_HILIC,Leucine_HILIC,Lysine_HILIC,Malic Acid_HILIC,Methionine Sulfoxide_HILIC,Methionine_HILIC,Methylthioadenosine_RP,N-acetyltaurine_HILIC,N(e)-Acetyl-Lysine_HILIC,NAD_HILIC,Ornithine_HILIC,Phenylalanine_RP,Proline_HILIC,Propionyl-L-carnitine_HILIC,Sarcosine_HILIC,Serine_HILIC,Stachydrine hydrochloride_HILIC,Sucrose_HILIC,Sulfolactic Acid_HILIC,Sulfurol_RP,Taurine_HILIC,Threonine_HILIC,Thymidine_HILIC,Trehalose_HILIC,Trigonelline_HILIC,Trimethylammonium Propionate (TMAP)_HILIC,Tryptophan_RP,Tyrosine_HILIC,UDP-glucosamine_HILIC,Uracil_HILIC,Uridine_HILIC,Vitamin B2_RP,Vitamin B3_HILIC,Vitamin B5_RP
Diatom,Pc55x_A,Pseudo-nitzschia pungens Pc55x,NA,123957985.8681548,22789307.346794408,3906089.4838836663,92370.67741217822,5571856.618397949,NA,2580450.3466121126,18801.515939830282,NA,11658497.40175236,12514093.867485885,23278.629592137848,NA,1719213.4009753645,2596261.6771741277,6394503.5172554795,NA,3973702688.4603996,1903295.0711150076,10588494.872253487,448521403.76163036,61012969.372012,979705.1109225444,NA,NA,108394.28274897758,NA,48926336.10745523,25522.46188606733,NA,11729058.039316054,292342.81013047224,489215586.4383756,NA,NA,NA,102595255.4444991,16509113.16772822,30192.506931314645,1299599753.902443,NA,1346125.5371338413,675965.7831200609,118386553.29688092,701813022.8994201,2249369.0229664487,852627.3822268116,5943996531.927582,183149.16840710107,NA,NA,46387732.78094195,22841575.676665004,45955646.8488373,7610834.459789104,169777.11365946714,1972482.3285677617,20036729.037596878,20798.657312058152,NA,41797798.477208845,11419493.590238197,6683597.644087127,818171.0412689783,600618.2865818009,NA,10769490.6449571,138686.01871702555,NA,45739222.03940312,10017398.856982736,NA,NA,NA,NA,22981577.547772937,115997097.99532212,1052575.3985209882,NA,3009892.2645101305,11424.402287397106,3643307.1294024303,103173.32814029684
Diatom,Pc55x_B,Pseudo-nitzschia pungens Pc55x,NA,134076281.52826327,19182980.07792984,5258756.2080192035,113342.14806402088,6421966.234473425,NA,2461524.7175707435,18458.374832312067,NA,10328202.688300047,13998870.948257074,24428.311750757704,NA,1714804.0835087744,2254296.513738402,7414625.065724095,NA,4284155749.940855,2188107.2873168224,11202395.749309208,510033976.0490506,56534710.48620615,947514.3425429725,NA,NA,127917.24766428377,NA,58167780.20717259,NA,NA,13067213.212618364,333908.9558128071,486288175.2544059,NA,55979119.78240562,4484739.757226658,109268102.51326403,17963225.82837321,24460.084659121338,1283608860.4405735,NA,1281910.4829506886,829742.040096886,137903603.7058687,722377506.4413499,2035589.3839442935,956962.2094079797,6127231778.457838,153714.9236247438,NA,NA,55473684.058680184,17095238.112649005,45267767.59214852,10721906.572726252,189367.01525495487,2059794.8039288034,24815269.187641367,73355.9428883888,1468138.2385777761,44604029.61080142,14128263.710529456,7788577.273525278,788557.3704459318,533951.9089817938,1945550.0164226338,11273906.937881697,159319.23139315643,NA,49395565.2013334,11731243.292421615,NA,NA,NA,NA,24442480.542257074,125843655.2341942,1154583.922537347,NA,3361017.1975682997,10532.719122544322,3371120.741724084,124879.8057654907
Diatom,Pc55x_C,Pseudo-nitzschia pungens Pc55x,NA,155045989.02420935,36054084.122276515,3150691.5834756717,96741.66666465625,6021010.7646296555,NA,NA,NA,NA,10199020.739605175,12187687.406230515,NA,NA,1823461.429721042,2824004.1146545303,7320031.920047382,NA,5107366985.09752,2349993.9941323777,13219881.753673736,558683164.0781654,179136990.85247016,640142.4563457993,NA,NA,132141.20947356315,NA,47581401.49527055,41888.840398131986,NA,14154376.142681748,314914.33914557536,542530276.9629565,NA,NA,NA,122472212.13378072,15688055.195018953,38842.206981736446,1206735050.3489873,NA,2179620.2202373315,776376.2468666589,115142451.20292722,951256988.1764078,1220165.6275723157,1364582.2111104617,7352348813.147292,173446.46716181535,NA,NA,42884794.18032243,26570016.957053825,31591358.436583724,10188437.281583782,224405.32002858678,1964102.4937247694,18941333.748567306,34381.234413250604,NA,37767991.52041214,13982199.500956314,7080073.607500414,976332.6890902675,777186.8661517625,NA,10334251.620732872,23902.015793351995,NA,52513232.91661444,9893893.848505946,NA,NA,NA,NA,23084673.06685194,112208345.79982942,1263318.7655597816,NA,3978576.7039904706,NA,3489834.8710829215,118378.84455281841
Diatom,Pt_C,Phaeodactylum tricornutum CCMP2561,NA,50550161.52824002,14740979.409720954,1813557.857586951,323153.5493544966,2923995.781979544,1009.2657779565764,7807963.64700289,NA,NA,4822643.211547136,110441585.29300614,28725.568853698085,NA,5815868.168574529,3540342.135098563,1451123.6879640128,NA,1901596050.1773763,852115.715173902,5413419.644272148,22705621.18275244,246730809.835546,3183216.9110924187,NA,163424.00629655368,2595.5950029867486,NA,1901993.9594533641,NA,NA,393175876.82405007,16115.051536651672,559969181.6308867,NA,NA,60157.32621999537,144426590.59600875,150187158.20014873,278594.93669921614,18238109.692913484,NA,NA,393837.202391837,37404254.592887886,NA,NA,117916.05331651002,20531.191712686978,NA,NA,NA,30754928.135171708,7792249.692182033,33095.555382852406,1043965.1678065076,108957.31235294836,NA,760913.975545234,407938.846322642,75338609.51614673,1317266.1497762988,343040631.9716198,7571001.71890429,3376589.6816979363,812599.8122615173,549105.5373709298,347116.7971083397,NA,2433.838185275939,NA,4156091.443270063,NA,NA,254463236.17257312,NA,812427.0837142962,1415358.135537432,28998.928732521428,NA,284228.15787709225,NA,NA,NA
Diatom,Pt_F,Phaeodactylum tricornutum CCMP2561,NA,53075602.55418124,14417788.768462116,1434530.8759930886,315819.2359072575,2664503.8844479416,901.7236832434816,8871130.287165254,NA,NA,5140479.679963569,80340940.25112368,30031.426488029618,NA,6045494.51594634,4088546.967161968,1638428.0054934206,NA,1919716117.5407574,1018257.697922386,5949397.698008851,24352312.150806792,127646807.0572875,3355948.0113730524,NA,208887.16078631429,4694.392445249531,NA,2318556.0027726498,NA,NA,454045294.4931772,16439.0651097171,490442014.004476,NA,NA,666773.0908849854,154944042.33334917,150168554.63374072,262240.10009784973,76228264.60072544,NA,141562.8724307234,264030.03728090087,33814777.18645206,NA,NA,117883.71803130327,21778.631861551963,NA,NA,NA,27826761.836001504,7471315.034420345,272942.07481831504,816319.004612917,219204.50959114943,NA,342110.6293079472,223403.20439934806,63758284.87680874,1246564.6665830836,334842514.92605066,6750205.859168407,3949078.353299583,645483.2754737211,523576.13474732713,369213.85863808705,NA,NA,NA,3936656.7664042446,NA,NA,275806307.6344425,NA,701570.4957768968,1073703.9230690524,81242.62343984401,NA,210318.9159861137,1935.739082690969,NA,NA
Diatom,To_A,Thalassiosira oceanica CCMP 1005,NA,573709514.2004764,NA,509792.6508874803,477030.5612927221,11421434.054237986,NA,23347621.647714235,727889.5536088756,NA,9768546.083295746,NA,207225.66452215338,NA,11427661.847446764,5048588.261361568,NA,NA,2655980400.256392,NA,11683237.977668574,284806153.4078769,NA,5480734.9903853005,NA,NA,500676.98565312696,NA,6609733.7954719905,264865.88878601557,NA,1062941905.0558286,153135.85610394954,263965396.57669207,NA,NA,109857.1445528571,287023431.3795314,585158499.3154967,115429.51594140969,54198115.0440377,NA,2425978.2858137675,3855833.7092166594,29834161.859316763,147800590.33465487,7768641.834627164,NA,NA,15390.344942193102,65050953.95231426,NA,133796155.70274356,48275937.92781457,13831094.651378106,116343343.69979979,482016.55469300225,NA,325904.59289857483,828298.1783507031,460611599.36376804,9041874.193829183,73260182.48146302,20877908.347775165,NA,4572351.209552976,2375816.260317008,NA,496097.3419113865,NA,NA,38189255.2762149,NA,NA,NA,NA,37682412.61701842,10819890.16293553,3524394.432178778,NA,5449189.279016214,NA,NA,11924.107178184524
Diatom,To_B,Thalassiosira oceanica CCMP 1005,NA,491843782.7225624,NA,515852.1337729628,165514.23457371644,2460113.5751295337,NA,13440514.8940179,518694.75270843145,NA,4465372.849740933,NA,81428.46914743287,NA,7604111.012717851,2832600.207253886,NA,NA,2085980319.1709843,NA,9263676.533207724,197313291.45548752,NA,1935559.5666509655,NA,118119.34055581724,364180.725388601,NA,4370552.463495054,139367.83796514367,NA,772770614.8657559,110102.45878473857,206196189.99528968,NA,8533282.487046631,97798.73763542157,191635479.15214318,386956393.6316533,176386.62270372114,25389761.658031087,NA,1495695.3744700893,2275671.1822892134,10686830.334432406,118594808.40320301,5544093.000471031,NA,NA,14175.864342910974,40979814.375883184,NA,73260239.88695242,19977956.627414037,4947610.890249646,81796290.38153556,270622.2515308526,NA,176086.14225153084,585515.6665096561,320156267.3198304,6125035.13895431,53256354.06500235,13326585.850211963,186230.956194065,3055590.0141309467,1766125.8219500706,NA,NA,NA,NA,20272113.047574185,NA,NA,NA,NA,27782627.300989166,6714328.930758361,1981113.3678756475,NA,3236761.8652849738,NA,NA,7565.14366462553
Diatom,To_C,Thalassiosira oceanica CCMP 1005,NA,313288536.8537575,NA,31116224.961264573,137089.24265378845,2725491.80267424,NA,14929673.508081796,546635.159394949,NA,1981881.0791677558,NA,81833.1463818121,NA,8144469.580706931,3222958.9031667593,NA,NA,2162949098.986529,NA,3017393.61994135,115038623.33761315,NA,2022888.7656201478,NA,126546.40590138629,428837.0195147891,NA,3150782.451520289,NA,NA,869236477.0959123,125499.17694900034,166893946.62172183,NA,8947851.914730443,11600.635498611588,203609355.49657956,373253491.0226399,369545.7200938336,15801698.213540971,NA,701897.3189595062,2571453.199165232,12391601.520411583,138105218.4465025,7116417.675644983,NA,NA,42073.92464638304,21919334.93874026,NA,78441365.42071466,24931325.673373707,5207707.264234194,86951370.26315509,78038.34459002719,NA,158153.9404437183,599967.7990002122,312032825.6827964,8740689.199719122,62713092.69709183,5838278.22155435,354439.0266285062,2817367.5641705296,1712709.8902953726,NA,7966.510960220704,5119.139602395492,NA,23040965.4072771,NA,NA,NA,NA,30787829.169189624,8246697.349112096,2396776.6225657724,NA,2618184.306068455,38054.94490187708,NA,7238.915850511979
Diatom,Tp_A,Thalassiosira pseudonana CCMP1335,NA,685696623.9760848,NA,1574575.1007446244,1028303.9012134786,3372843.9287450425,NA,19517803.29015815,30281.312610455636,NA,22791800.50065649,222248418.29804054,36547.69638954891,NA,20134395.827559732,15724771.592514686,NA,969473.1294664965,12558847257.974386,NA,10896127.862760153,390258253.3358169,NA,2599450.504518175,NA,12169.996047448787,NA,NA,18452146.417035043,1436194.9198359011,NA,789684884.4446666,248487.80842393156,2351889728.3643255,NA,NA,350228.97538060346,385196167.3882723,281956707.2976816,2351712.317875981,271615481.2798997,NA,9825381.739213398,759331.4282339365,11783464.706443567,3422062562.9795876,NA,NA,111926.02823121063,NA,180081213.5695172,NA,11308744.224504909,NA,1715446.2975498727,68914756.64551067,1378547.8690297168,NA,1188914.9111130293,2579453.3212788096,7878888.379045119,12839741.766654098,1353432622.6313088,16381145.876398727,1830729.9498889197,1958638.368823003,8878232.346407041,NA,NA,23827.29622781233,NA,41748321.52868326,NA,NA,652905081.5270478,NA,13302640.031620411,14991337.098100504,2418536.556555556,NA,2142745.932733939,NA,NA,173026.3367119317
Diatom,Tp_E,Thalassiosira pseudonana CCMP1335,NA,741205327.3531746,NA,3958483.660213999,740505.5952498511,3603180.994307594,NA,12813884.756647248,58247.29953141973,NA,11604313.104638977,222006446.0845993,28737.254202410117,NA,18415737.416660562,13433501.419119732,NA,NA,15261598116.75963,NA,8915214.046577709,384206804.7667133,NA,2412169.0711534848,NA,NA,NA,NA,11745172.603821909,NA,NA,1042373086.7367254,268996.6138624585,2174606595.800935,NA,NA,46955.50239386864,278395443.5266798,182341112.42422602,1665339.3941903692,111850788.24057823,NA,3123838.6631286894,1051926.7218174927,8859566.077463869,2695353882.9090843,1211467.9527406055,NA,165842.05882259252,38991.867536083235,226085213.44134146,NA,8315235.070573732,NA,2379000.5319708087,61054719.09074403,1196087.306921673,NA,1115696.6428500894,2143494.5066846753,6045332.832155246,12235211.370796395,1034125931.187824,10136126.551714253,1838160.1455115362,1343776.737904035,8360997.939011299,NA,NA,33041.75811574029,NA,31832656.63673402,NA,NA,596195798.3862491,NA,14300276.178856868,17130116.237214386,2785294.351871614,NA,2025187.0657828096,NA,NA,181355.85661634713
Diatom,Tp_F,Thalassiosira pseudonana CCMP1335,NA,363715083.09657305,NA,740787.8774545547,440506.593669072,1898987.0640887036,NA,6884165.765720464,29984.22296532824,NA,7407011.0376386,116025625.42428282,10570.770371860308,NA,8872576.245191462,6516645.714429387,NA,NA,7679096955.220879,NA,5299891.257888517,212206672.8685289,NA,1096447.3386468207,NA,NA,NA,NA,9629366.027204385,641039.1471601338,NA,589876831.0160159,145150.6046815679,1269349719.6590652,NA,NA,66268.73130012823,146154406.25549996,86901677.01707189,908263.1433384457,75830603.67586051,NA,4219647.436703292,531116.9009126795,4589396.072712645,1623931973.9521787,NA,NA,84782.5472053906,NA,103127790.20943858,NA,4844392.867020341,NA,21172.183390742466,35347715.78709175,734831.8897241848,NA,453570.8897996128,1155917.0165690293,2711342.8079350316,6942291.881427099,563665602.2930129,6433909.938903277,746066.2698312927,630926.2879340256,4574847.886757349,NA,NA,NA,NA,18973746.0085988,NA,NA,308927584.03942376,NA,8282879.717396224,9224583.260000503,1412703.3414628014,NA,1252328.5268901014,NA,NA,89164.7600130742
