MassFeature_Column,Identification,Confidence,mz,rt,Column,z,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B,1314_A,1314_B,1314_C,1314P_A,1314P_B,1314P_C,1545_A,1545_B,1545_C,1771_A,1771_B,1771_C,2021_A,2021_B,2021_C,2090_A,2090_B,2090_C,3430_A,3430_B,3430_C,371_A,371_B,371_C,449_A,449_B,449_C,7803_B,7803_F,8102_A,8102_F,8501_B,8501_C,8501_D,As9601_A,As9601_B,As9601_C,Cy_A,Cy_B,Cy_C,MED4_D,MED4_E,MED4_F,Nat_A,Nat_B,Nat_C,Nmar_1,Nmar_2,Nmar_3,Np_A,Np_C,Np_F,Pc55x_A,Pc55x_B,Pc55x_C,Pt_C,Pt_F,To_A,To_B,To_C,Tp_A,Tp_E,Tp_F
I387.2256R2.2_HILICNeg_X_HILICNeg,NA,4,387.2255927,131.8390778,HILIC,-1,9867.625308134757,21212.90057518488,25165.57107641742,147545.42056074768,144438.31775700935,123968.41121495327,13612.111111111111,8519.111111111111,6243.111111111111,9549.52755905512,17743.622047244095,77415.11811023623,9440.1,38889.7,54227.9,29631.7,5326.9,13017.8,43950,63644.3,8064,NA,4095.1304347826085,14209.304347826086,9810.6,NA,5395.545454545455,22098.727272727272,18890,6484.952380952381,18098.761904761905,NA,NA,NA,NA,NA,NA,126998.75,52043,NA,NA,45094.28571428572,8829.04347826087,4725.545454545455,24762.1,15118.2,37567.41935483871,46373.066666666666,7840.074074074074,9308.75,52738.5,64634.28571428572,64151.8,29302.8,8787.7,49271.4,52383.7,22623.6,0,0,0,0,0,0,0,0,0,0,0,0,5.110212681640908,4.791527614353444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13245038500827,5.627449747079724,5.4339087145038505,0,0,0,0,0,0,0,0,0,4.195779820531746,4.011369899955477,4.645498316594261,0,0,0,3.4867270368150187,3.5309896641083585,0,0,0,0,0,0
I401.241R2.14_HILICNeg_X_HILICNeg,NA,4,401.2410226,128.3798692,HILIC,-1,32686.68857847165,61078.88249794577,60892.3582580115,205978.1308411215,228319.81308411216,183746.35514018693,64448,23025.222222222223,42993.555555555555,17253.858267716536,41463.779527559054,132343.3070866142,10900.6,66239,86416.6,23842.2,1683,17329.9,79658.8,65674,192353.68421052632,102200.78260869565,2548.695652173913,12844,8426.3,NA,16617.18181818182,29692.727272727272,19579.909090909092,4757.523809523809,21107.333333333332,NA,NA,NA,NA,NA,NA,175396.5,123693.5,NA,NA,88089.04761904762,24320.17391304348,23780.272727272728,47136.7,12027.1,89876.64516129032,51718.13333333333,1703.2592592592594,55566.5,54574.1,95344.28571428571,88317.2,53011.2,26321.4,77746.8,69987.9,42621,0,0,0,0,0,0,0,0,0,0,0,0,5.1226006108420545,4.785022357685934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30927108021093,5.976627770829889,0,4.784048894826275,4.491704564363016,4.453870371691224,0,0,0,5.072215347587678,5.338413301943183,5.0702629403486785,0,5.932373399593806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I404.7398R5.8_CyanoAq_X_RP,NA,4,404.7398363,347.9405712,RP,1,NA,2966.7418008778577,1350.5416815077967,NA,NA,NA,5086.717133359716,6350.6351763854545,4217.035710915512,607.1627406628081,6501.406055868674,12175.012009105165,18971.251780440434,54017.92413408273,44214.64317686885,NA,NA,NA,453.35319718961847,NA,NA,NA,NA,NA,NA,NA,NA,5815.7375635765065,2690.31419905415,401.18707678498936,4947.195806491929,NA,NA,NA,NA,NA,NA,41628.87873482637,NA,NA,NA,33271.689413127795,9853.662300425322,16173.398653516684,8761.43191378201,13559.292777949062,8204.524005853731,25873.639942337002,7896.69508347338,9385.67823266571,15777.61007887928,121470.20458087101,192746.64063346447,7356.91217128809,14872.396495763509,39041.833005322056,6587.711681115341,1470.3338655147686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I414.1624R0.94_CyanoAq_X_RP,NA,4,414.1623514,56.20471646,RP,1,112940.98704115066,114558.8117877828,126001.21096849623,64890.18728013026,97058.11082784964,124224.62822712863,38269.6795608941,67189.58065418762,55315.628576857685,41604.208895670046,77629.56372798575,76080.0551788004,17341.680090365848,23995.95576317046,38548.31635359102,2633.1513465681387,9274.125293032532,8395.188963955343,6492.889937134575,16542.96846107339,50107.07002739384,48886.024360132746,30586.06736991322,9985.854191283483,14586.586883963444,35308.40808607614,57228.08816854853,16745.966816403074,16270.408916642604,22299.21168171602,44339.07474692927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2110.911403045806,3536.8287766731064,12816.84536974845,6557.165337535473,1306.504817488936,30398.52160956436,29212.132762106183,13736.193833693793,19708.95162433827,11983.497409801857,15317.698191850086,11421.283250157756,12676.669594826768,25427.995826987993,19806.92697984034,35925.54682826747,27193.083871616127,0,0,0,7.306780149128062,7.325896872122525,7.283914143398458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18529429629368,4.869286425039557,0,0,7.01512854003421,7.01855621926665,5.9563503659617805,5.871424478195255,6.02922031324967,7.1428008846282385,6.823874777273384,7.551481770769727,0,0,0,7.906786874757561,7.945156403608796,8.0974184282216,7.675564261197253,7.7317816233519885,7.815332016684946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I414.1638R9.08_HILICNeg_X_HILICNeg,NA,4,414.1638193,545.0549765,HILIC,-1,132239.18799947927,207043.21300247303,290956.61362104374,255819.87118268586,304261.7467591813,388661.8447300291,95361.7236025852,112064.91568932531,81854.35957397116,87652.49053925491,144495.2992165464,276664.6064711111,27353.390000801977,540541.3610255541,903002.9268538397,96410.27321931609,62331.7650089744,155667.0059123577,133357.14254325355,550048.9944974293,26130.02313006544,NA,80634.49266649132,269890.78791536356,118375.725490649,21584.842823482977,361481.1525684086,666814.4151273526,488433.2793076778,215105.16625113465,261295.2649718909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33355.92543000319,26461.970748690543,13639.025819626528,45371.42554616238,55222.41719986106,484034.8381322709,578480.0483463668,257307.89951627768,243581.68533308766,254069.06783565474,279718.9951746023,285295.0472422471,366599.1313708188,289246.16283822467,441736.07398466824,592163.2243805708,254912.5067651716,0,0,4.840016910980201,7.295608591688419,7.126229837744675,7.284949624925377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.687539642231581,7.592797422931297,6.271198237824069,6.253427716074029,6.3127638991939765,7.4886719853762065,7.4490684886177165,7.578194667991913,0,0,0,8.266726052471277,8.447364071135222,8.428650177892878,7.850761456037424,8.042722366382886,8.133262694552815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I416.1778R9.11_HILICPos_X_HILICPos,NA,4,416.1777508,546.4650766,HILIC,1,1042715.2901113932,1003937.1988145313,1363870.2974715107,2027387.1879741498,2298140.9258850375,2099502.6835318236,789008.7871414436,936213.4969253232,788779.616650904,673661.6701560371,835678.2699842082,1488299.7689238093,62174.08249699064,1070786.944141832,1486295.5514795845,246630.2732290611,224038.1576883303,365821.4820793192,271790.37361280364,879484.7300569324,72273.309841507,18935.83122000182,159117.87052018073,397803.47176456434,289050.4198894403,79737.99209487805,757345.273909624,1200024.3808675595,1265527.29753112,705292.3022877956,415306.30108255264,NA,NA,NA,NA,NA,NA,207841.10310883718,82033.70210649942,24436.171173295887,NA,85591.11763283903,163818.58570387212,42740.412230316106,158778.19009479703,172577.89630514587,1203594.956543893,1277434.072714428,478737.6490544199,500487.2502538057,700083.8676706178,672030.2209514389,492772.1020530576,866669.7978689524,642048.4921105577,921686.8232879818,1300999.998927323,535919.5965897524,0,0,0,8.006426866623704,7.882672713899627,8.083431809620164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.932998051357195,5.235598609992852,8.575997313713893,8.460751054848549,7.068818407536742,7.039441465404455,7.093886108799592,8.225989253881574,8.259811149862085,8.365220462769107,0,4.309269359750289,0,8.973927601250121,9.173087735142722,9.15430046281846,8.566710759980765,8.853410138181056,8.932430295123835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I416.178R0.93_CyanoAq_X_RP,NA,4,416.1780367,55.86490451,RP,1,141921.94874544695,198110.94672877615,249279.67351703698,247623.32797844155,267374.5074337111,387888.7409321884,77645.85722605482,90458.19410616628,69670.67447057292,82238.02031486422,138252.91352679615,126908.91396041554,6059.134681078246,183379.4020031441,281808.0455032055,28261.218263989176,32655.279191824906,49698.37431953133,41222.78152404404,121218.99330574523,7280.750091083936,4742.75520953823,25338.006442504873,47388.60363886493,33292.67550316118,17357.916496339683,123023.78169097332,128879.98827106232,161720.96906292494,111263.90769332132,73826.16241054493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8001.957460593844,22320.655479168545,6864.465589101949,14221.863066093745,17508.37775014021,180161.30081304818,215074.52130435794,83434.98339956933,83003.40608842275,104773.11570307994,110471.91870358682,85841.31726016034,108909.27077537202,85381.96765705195,167360.02893490903,158604.27876361395,73997.14324759592,0,0,0,7.473510115625473,7.316967481690578,7.436896742171632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9754213025708545,4.610248518706423,8.247582004722787,8.173772586780485,6.80274825086144,6.748102072299653,6.881515341398204,7.65279211478792,7.628018447989828,7.723173945219672,0,0,0,8.821115428643058,8.889055872827424,8.861966661304075,7.99662397681558,8.227223972325733,8.260871478737041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I419.6799R6.47_CyanoAq_X_RP,NA,4,419.6798873,388.3156623,RP,1,1865.925903018228,9350.16391351323,14503.984988209162,1751.750512144211,807.7803156078701,111.22576232453784,2326.250021780012,3503.730219149085,1166.999740865865,NA,2434.5485670623807,18389.311198804673,30930.732515858545,118979.21928533123,73844.49024941283,1682.3131028455032,1749.605475980473,NA,988.7617029309,1158.0757078059992,NA,NA,NA,2078.9532292668164,NA,NA,NA,20782.946250827466,7869.619671127702,7893.345815193805,4200.337742745983,NA,NA,NA,NA,NA,NA,8052.114870225701,1545.2951225089948,NA,NA,53773.02233830907,11109.569280449223,10156.763946078443,58361.88709588698,29158.20463507711,25757.846238491456,45189.26984827598,20934.252080723356,4389.632746317833,147.82778033852912,22783.895972888815,6362.1290896195105,63547.27058380759,61974.82925659847,24444.87046354099,19659.25844426143,4402.859374236883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I424.2081R2.64_CyanoAq_X_RP,NA,4,424.2081388,158.5746698,RP,1,NA,NA,454.6425636811832,3860.373831775701,3665.514018691589,3775.794392523365,2019.2222222222222,6774.777777777777,1363.5555555555557,510.9448818897638,3052.2047244094488,6862.834645669292,12470.8,68379.7,67654.2,469.4,695.8,NA,NA,NA,NA,NA,NA,570.0869565217391,291.4,NA,1323.7272727272727,9528.545454545454,3656.2727272727275,3907.6190476190477,1281.904761904762,NA,NA,NA,NA,NA,NA,83030.25,26231.75,NA,NA,11730.761904761905,7711.217391304348,5413.636363636364,10205.5,8993.2,15977.032258064517,22166.2,20628.37037037037,11101.083333333334,16906.4,29976.571428571428,69441.2,11292.2,25758.8,18116.8,15666.1,1587.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I429.1257R12.32_HILICNeg_X_HILICNeg,NA,4,429.1256607,738.9774037,HILIC,-1,3737.0301334393494,NA,17504.014108097854,1046883.6835353978,1217024.2136123169,1124421.865372802,522618.731362541,542291.5154960918,465503.97099689394,193806.66595384318,268356.24504626065,440597.72923859797,901.2511019995048,6001.33800342732,12391.826166568868,122409.27396778471,118163.23903178796,64267.93498751862,64620.139244227656,84545.45065966838,95514.90295750323,210377.45348018396,88353.20382029512,214913.4948271485,236655.38252091646,261411.53914796282,7240.106942292992,4339.138964733283,7176.911542912907,46987.08409338742,32793.99083340828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3310.5519498790613,1339.8473265030568,28617.50464574631,43290.02977083248,6086.847703409273,17859.988122212704,9988.886700632336,11942.368531026348,4589.6865186660925,30036.95950082353,3209.711575370583,25765.899427932833,24572.83369320211,5987.058680801185,6.93672230040615,7.000504593923049,6.845852248074586,5.280858424855874,5.3020752894774805,5.513682720788411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245174843267943,5.741115494148491,5.394572861917971,0,6.042221592558898,6.259221806034212,6.1293847468882445,5.745336531075903,5.698099430179558,5.702737372649194,0,0,0,6.4719234682370566,6.710588841954621,6.6251445288573185,6.2863030554124455,6.61337630804811,6.558533213114828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I455.1888R6.34_HILICPos_X_HILICPos,NA,4,455.1888225,380.5471089,HILIC,1,616.2695152013147,NA,NA,13002.056074766357,11532.056074766357,5881.58878504673,1676.111111111111,690.2222222222222,1164.2222222222222,5426.377952755905,5825.118110236221,4800.787401574803,372948.7,6774840.8,3459034,3069197.8,676213.9,4013725.6,2796694.2,2387033.8,148976.31578947368,270211.73913043475,119755.21739130435,345026.52173913043,364623.5,354337.3,147207.18181818182,435859,263412.9090909091,568219.4285714285,328936.6666666667,6534,50772.75,38467.5,324192.25,42163.5,NA,1708413.25,2463254.25,171142.5,29677.25,397167.90476190473,184310.08695652173,172347.45454545456,603920.8,447951.7,543931.0322580645,928416.6666666666,118479.03703703704,106748.58333333333,503352.6,1133682.857142857,558492.2,320456,547622.1,1891583,305266.4,239930.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.952493671325457,7.011577829893973,0,0,0,4.298544909832611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.365222206721612,5.348410954368091,5.238791584103101,5.028957656966323,5.243639035383667,0,0,0,0,0,0
I459.2336R3.77_CyanoAq_X_RP,NA,4,459.2335624,226.3179393,RP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7689.203379088547,11951.28011162187,92722.37714572204,80267.55282567698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10631.70685679153,1765.60318792197,1710.302968292091,886.7222424432139,NA,NA,NA,NA,NA,402.025212473315,109870.14221026609,NA,NA,NA,16858.580720635724,8693.0060569516,7329.518055750934,22223.977639948807,7083.870504372653,19060.48069629714,18800.629568096156,15617.477382380051,4001.531583268153,NA,60062.365907326006,129654.08321854484,5958.637916368554,45825.94107907953,53287.23960250455,51476.27601572618,17111.6375950768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I470.2256R5.55_CyanoAq_X_RP,NA,4,470.2255841,333.030353,RP,1,NA,NA,NA,598.0373831775702,538.3177570093459,NA,1675.7777777777778,1430.2222222222222,947.1111111111111,388.0314960629922,1392.5196850393702,6634.88188976378,24056.2,64496.3,149188,148.7,NA,NA,NA,NA,NA,217.91304347826087,141.82608695652175,667.1304347826087,NA,172.9,1020.6363636363636,3837.909090909091,608.8181818181819,448.6666666666667,5204.761904761905,NA,NA,NA,NA,NA,NA,68584.5,1235,NA,NA,6161.9047619047615,NA,7833.727272727273,2728.2,NA,19799.09677419355,38289.666666666664,16379.25925925926,14497.75,172.2,44881.71428571428,72152.1,2522.6,17204.4,52176.3,33302,6012.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I479.1923R4.35_HILICPos_X_HILICPos,NA,4,479.1922676,261.22867659999997,HILIC,1,89700.53449483946,103534.83125169246,237681.52712213225,432811.9509031945,442615.88971056684,391058.9311345725,322017.4292115452,317971.1476733453,199218.75821463077,181744.82549967384,183022.54066798653,457833.8685093316,1343643.1650051014,2295010.6544414368,2251893.351239712,1451013.045916147,1890038.362164706,2034461.2256654713,1646847.8188301031,2090077.3726791453,167947.9866303739,378997.50235548714,297638.94537033205,1122619.895419842,577104.0363032146,546910.2919062566,590741.7954775605,1628548.8649372025,521437.7424006961,1955457.9951925483,559990.1326743634,161427.54871843974,352477.5429040763,208172.25503064645,280164.0779362614,282945.45761816925,326157.7797621126,10647786.152870687,8734966.855690701,4672159.921059222,632316.4344956771,1717884.2983575044,1745046.1456998843,1566912.118324248,1636195.3556062994,1214662.1027811163,944042.134366288,2394317.0746765365,1409375.4129667538,1080076.6973177523,1790585.7781419787,3438399.617716146,3119592.9773668135,1432233.94437747,3279157.1860253783,3647526.1274613305,1608295.9842056292,1627190.2765454245,7.202710039387154,7.286755458869715,7.148380146904984,0,0,0,0,0,0,6.064134570626614,5.265808790869034,6.433427495381696,6.271026193347151,5.770354374610226,5.615418761108767,7.335006250033881,6.812096871635193,7.192892490320042,0,0,0,7.110344326245474,7.448740702900573,7.4113421590724995,7.621960563436593,7.505828456217585,7.199105707847342,7.462392754018364,7.562865584118272,7.32011491006884,7.413932140075979,4.926267326068399,4.753172760643581,5.195287847595331,0,4.970468825218024,0,0,0,0,5.923055387414925,5.22354568743887,5.528946266831432,0,0,0,0,0,0,5.670345585536466,5.795806889257032,5.677204283546781,0,4.200256405665874,0,4.355286784999446,4.273153328400605,0,0,5.833363502277136,0,4.186326478105991,0
I479.7914R1.79_HILICNeg_X_HILICNeg,NA,4,479.7913702,107.6099593,HILIC,-1,11366.170817012875,26359.869943389436,43022.94789031977,739549.6771377051,899753.8445130453,1364755.7001305483,307749.1485351568,132891.1263641716,150336.51519453284,96164.83061413256,91150.4568311514,92810.21587058993,NA,9825.3537959513,9670.689657515382,183785.52960310288,135407.75260592526,80106.34670925801,182640.31392468087,234661.71152986883,25623.55718508173,NA,63364.85298854881,139728.01637622344,137955.5918332787,54613.372982328874,3562.7777972169274,18549.549442045925,16722.742206355935,59484.137627856355,69503.29061750839,NA,NA,NA,NA,NA,NA,409513.43842426786,21488.01248951616,NA,NA,42888.38724226252,NA,NA,NA,NA,51398.57576877048,77339.32534840745,NA,NA,NA,NA,NA,27652.84282553261,NA,15887.693736907919,39709.794764575185,7365.536258132366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.692418698367999,0,0,5.860338620654776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I495.0783R2.22_HILICNeg_X_HILICNeg,NA,4,495.0783251,133.2875885,HILIC,-1,NA,NA,NA,22516.171815298523,48853.27628083597,49392.24870397746,NA,NA,NA,NA,NA,NA,NA,NA,NA,77781.4664994479,79131.09083859046,15320.41417404726,49970.76425302837,60002.38252760276,NA,91312.9669654518,54338.09414552869,110972.56440138015,106056.84207127462,139928.11332197877,NA,NA,1010.6577031585249,5722.570579271639,15077.4650538819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943.8393343101972,NA,4354.541400880444,6996.515305549783,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I511.2407R3.6_CyanoAq_X_RP,NA,4,511.2407233,216.2897507,RP,1,18103.368940016433,42711.50369761709,38874.28101889893,2280.747663551402,3272.8971962616824,2404.4859813084113,8482.222222222223,9975.222222222223,4068.1111111111113,1846.2992125984254,7281.968503937008,17931.81102362205,33829.5,127862.4,31799.8,NA,NA,NA,NA,NA,NA,NA,NA,3496.086956521739,374.1,464.7,9643.818181818182,32464.363636363636,12323.454545454546,10782.285714285714,2231.6190476190477,NA,NA,NA,NA,NA,NA,364638.25,96280.75,NA,NA,37824.57142857143,39378.52173913043,9168.90909090909,18424.9,32015.3,58768.77419354839,40735.4,51710.37037037037,18409.333333333332,239060.2,27686.85714285714,114188.2,83258.6,93254.1,24916.6,24737.1,5551.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.225050544059735,4.437462340686201,4.428663806571489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I533.0521R2.2_HILICNeg_X_HILICNeg,NA,4,533.052121,132.0131845,HILIC,-1,NA,NA,NA,133557.17155355107,183839.85688229662,179863.32242184647,6526.537785654632,7529.163129577874,4854.128507466222,1307.81344025943,6689.140684762136,13915.11686553369,NA,NA,NA,236419.09637442642,284111.4925888814,108635.02110253926,130483.84003160638,161509.70040192426,NA,137225.7463694445,76417.15908808455,163623.5850160944,209043.55986176935,372356.3551728027,NA,NA,NA,NA,4725.550643759382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5063.916009622934,NA,956.9432113920409,NA,NA,NA,1192.39329778005,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I548.2723R4.91_CyanoAq_X_RP,NA,4,548.2722776,294.3531677,RP,1,79857.27198027937,66885.04519309779,70275.67789646672,NA,NA,NA,NA,NA,NA,NA,417.1653543307087,NA,83433.7,1899.9,4060.1,114.9,226.4,NA,NA,183.9,NA,182.17391304347825,NA,NA,NA,NA,1445,1597.1818181818182,1791.8181818181818,1469.5238095238096,5443.428571428572,10305,3868.5,1706.5,964.5,NA,1524.5,70412.5,66744.75,22317.75,21694.75,63714,42517.47826086957,68247.18181818182,67984,57638.8,3146.064516129032,4277.133333333333,7779.777777777777,11331.416666666666,2385.4,30848.571428571428,45048.7,22777.3,22498.7,29113.1,9306.6,8339.6,0,0,0,0,0,0,7.42515433111223,7.333400077729571,7.442267902476127,0,0,0,0,0,0,0,0,0,8.334539120633396,8.366267278004756,7.8733670979308394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.446080068062195,0,0,0,0,0,0,0,0,0,0
I575.1679R5.3_CyanoAq_X_RP,NA,4,575.1679431,317.9329019,RP,1,NA,NA,NA,1783.7383177570096,2110,2043.4579439252338,109.11111111111111,117.77777777777777,NA,NA,NA,NA,13588.1,7290.4,7486.1,144.4,NA,189.7,NA,182.2,NA,251.1304347826087,156.8695652173913,462.3478260869565,397.9,1256.3,1739.5454545454545,2466.818181818182,2635.4545454545455,3277.904761904762,3250.6666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14027.904761904761,18930.17391304348,18856,53046.3,12518,13640,10549.866666666667,50803.555555555555,57354.916666666664,43069.4,42560.666666666664,21716.5,5806.6,17854.9,66637.9,5131.7,1351.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I577.1657R5.3_CyanoAq_X_RP,NA,4,577.1656827,317.9349898,RP,1,NA,NA,NA,1866.9158878504675,2434.4859813084113,2354.4859813084113,NA,NA,NA,NA,NA,122.51968503937009,12699.5,7478,6917.6,114.8,NA,NA,NA,121.8,NA,159.04347826086956,NA,852.695652173913,399.8,791.9,2075.5454545454545,2465.818181818182,2197.909090909091,2690.6666666666665,3451.809523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14217.714285714286,19796.869565217392,16964.727272727272,54104.1,13069.3,14357.290322580646,9891.466666666667,51944.444444444445,60005.666666666664,39620.8,40886.47619047619,20253.3,4795,17167.4,64508.5,4217,1747.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I589.2805R5.44_CyanoAq_X_RP,NA,4,589.2805093,326.1123568,RP,1,NA,1352.94119497675,1694.5661377954725,NA,NA,NA,7094.037450215646,8585.19617435698,5526.066798228665,3455.495520212606,8397.912280171993,21551.434926186685,18630.868950655466,48734.8120969522,21238.99420034909,127.20062759242089,NA,341.6929997448649,NA,NA,NA,345.0343334790885,230.6382662842806,246.66308666671617,228.5066057549111,128.32466862867676,3038.5053855473598,10502.201520693432,4511.179425349953,2930.9368343382293,8230.575658655125,NA,308.172330467111,NA,NA,312.3152284200534,NA,37638.24781777394,NA,2628.911051759429,NA,23828.186147180273,10431.417937625325,15811.798128462118,18540.56008291214,7066.604189077567,30472.985901391254,25080.360413171016,8022.349841875479,9092.333608130197,18030.739601583802,79561.62527839582,58241.34816378214,15121.020848408685,30842.846214888785,46375.28342716322,27036.271841703576,5449.88155710397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
