"","Identification","MassFeature_Column","Rank","RankPercent","SampID","nmolinEnviroave","nmolCave","nmolNave","percentCave","percentNave","totalCmeasured_nM","totalNmeasured_nM","molFractionC","molFractionN"
"2261","Glucosylglycerol","Glucosylglycerol_X_HILIC",138,0.034965034965035,"U6_A",0.693395758527056,6.24056182674351,NA,0.113912124465967,NA,210.572812772147,37.6608139744581,0.0296361232230686,NA
"2262","Glutamine","Glutamine_X_HILIC",41,0.713286713286713,"U6_A",0.338162776192341,1.69081388096171,0.676325552384682,0.0308632790771339,0.0682054812812305,210.572812772147,37.6608139744581,0.00802959251340425,0.0179583360264962
"2263","Glycerophosphocholine","Glycerophosphocholine_X_HILIC",36,0.748251748251748,"U6_A",0.0264520380465109,0.211616304372087,0.0264520380465109,0.00386273920071713,0.00266761174329477,210.572812772147,37.6608139744581,0.00100495549062675,0.000702375632785072
"2264","Gonyol","Gonyol_X_HILIC",44,0.692307692307692,"U6_A",0.14707615195165,1.02953306366155,NA,0.0187925865884483,NA,210.572812772147,37.6608139744581,0.00488920221992557,NA
"2265","Homoserine","Homoserine_X_HILIC",125,0.125874125874126,"U6_A",0.0278857764699883,0.111543105879953,0.0278857764699883,0.00203605260440919,0.00281220012807465,210.572812772147,37.6608139744581,0.000529712760215868,0.000740445400062267
"2266","Choline","I104.1074R10.68_HILIC_X_HILIC",11,0.923076923076923,"U6_A",0.136788567426521,0.683942837132604,0.136788567426521,0.0124843537735946,0.0137947324956153,210.572812772147,37.6608139744581,0.00324801111847555,0.00363211925051041
"2267","Betaine","I118.0864R7.19_HILIC_X_HILIC",1,0.993006993006993,"U6_A",1.63139769381776,8.1569884690888,1.63139769381776,0.148893627137281,0.164521752099411,210.572812772147,37.6608139744581,0.0387371397176291,0.0433181740289572
"2268","Dimethylsulfonioacetate (DMS-Ac)","I121.032R8.27_HILIC_X_HILIC",5,0.965034965034965,"U6_A",0.244128554216858,0.97651421686743,NA,0.0178248068207402,NA,210.572812772147,37.6608139744581,0.00463741830681666,NA
"2269","Trimethylammonium Propionate (TMAP)","I132.102R9.3_HILIC_X_HILIC",4,0.972027972027972,"U6_A",NA,NA,NA,NA,NA,210.572812772147,37.6608139744581,NA,NA
"2270","Homarine","I138.0549R5.35_HILIC_X_HILIC",2,0.986013986013986,"U6_A",10.7782766835038,75.4479367845263,10.7782766835038,1.3771892666568,1.08695811652922,210.572812772147,37.6608139744581,0.358298565666052,0.286193407577799
"2271","Trigonelline","I138.055R7.72_HILIC_X_HILIC",6,0.958041958041958,"U6_A",0.125685253914496,0.879796777401472,0.125685253914496,0.0160593745874977,0.0126749953524098,210.572812772147,37.6608139744581,0.00417811191207037,0.00333729520556132
"2272","Ectoine","I143.0816R7.97_HILIC_X_HILIC",19,0.867132867132867,"U6_A",0.0150526210007042,0.0903157260042254,0.0301052420014085,0.00164857852665423,0.00303602682547484,210.572812772147,37.6608139744581,0.000428904970281955,0.000799378420812309
"2273","Stachydrine hydrochloride","I144.1019R6.44_HILIC_X_HILIC",12,0.916083916083916,"U6_A",0.0183784731713269,0.128649312199288,0.0183784731713269,0.00234830082139471,0.00185341601163038,210.572812772147,37.6608139744581,0.000610949298276671,0.00048799989250873
"2274","Glutamic acid","I148.0605R12.12_HILIC_X_HILIC",17,0.881118881118881,"U6_A",9.22186358777866,46.1093179388933,9.22186358777866,0.841656650461691,0.929998344874814,210.572812772147,37.6608139744581,0.218970898150971,0.244866284463023
"2275","4-Hydroxyisoleucine","I148.0968R8.21_HILIC_X_HILIC",22,0.846153846153846,"U6_A",0.972808200274609,5.83684920164766,0.972808200274609,0.106542954177272,0.0981049011975201,210.572812772147,37.6608139744581,0.0277189116904825,0.0258307799967992
"2276","Guanine","I152.0567R8.12_HILIC_X_HILIC",34,0.762237762237762,"U6_A",0.201939388161699,1.00969694080849,1.00969694080849,0.0184305078272578,0.101825024284842,210.572812772147,37.6608139744581,0.00479500144162033,0.026810279286403
"2277","Betonicine","I160.0969R8.37_HILIC_X_HILIC",27,0.811188811188811,"U6_A",0.0115168918407825,0.0806182428854777,0.0115168918407825,0.00147156547323083,0.00116144532480663,210.572812772147,37.6608139744581,0.000382852096736304,0.000305805706923737
"2278","Arginine","I175.119R17.83_HILIC_X_HILIC",39,0.727272727272727,"U6_A",0.324203814591503,1.94522288754902,1.29681525836601,0.0355071350677026,0.130780078495967,210.572812772147,37.6608139744581,0.00923776845614858,0.0344340740814982
"2279","Arsenobetaine","I179.0048R7.02_HILIC_X_HILIC",68,0.524475524475524,"U6_A",0.00248140406848667,0.0124070203424333,NA,0.000226471603797337,NA,210.572812772147,37.6608139744581,5.89203334423732e-05,NA
"2280","Acetyl-L-carnitine","I204.1232R7.22_HILIC_X_HILIC",38,0.734265734265734,"U6_A",0.00590601956477757,0.0531541760829981,0.00590601956477757,0.000970250001515006,0.000595605038803708,210.572812772147,37.6608139744581,0.000252426585290069,0.000156821346686322
"2281","Deoxyadenosine","I252.1092R3.46_HILIC_X_HILIC",33,0.769230769230769,"U6_A",0.0319888443306133,0.319888443306133,0.159944221653067,0.00583908519469431,0.0161299134381874,210.572812772147,37.6608139744581,0.00151913458862457,0.00424696666836628
"2282","Guanosine","I284.0991R8.89_HILIC_X_HILIC",81,0.433566433566434,"U6_A",0.0862498764999571,0.862498764999571,0.431249382499786,0.0157436252372877,0.0434902564037702,210.572812772147,37.6608139744581,0.00409596449629445,0.0114508779016901
"2283","Lysine","Lysine_X_HILIC",88,0.384615384615385,"U6_A",0.271484597930164,1.62890758758098,0.542969195860328,0.0297332722616272,0.0547568773558217,210.572812772147,37.6608139744581,0.00773560255066529,0.0144173515800422
"2284","Methionine Sulfoxide","Methionine Sulfoxide_X_HILIC",129,0.0979020979020979,"U6_A",0.0425959396759887,0.212979698379943,0.0425959396759887,0.00388762591961053,0.00429567765994238,210.572812772147,37.6608139744581,0.00101143018215937,0.00113104139769463
"2285","N(e)-Acetyl-Lysine","N(e)-Acetyl-Lysine_X_HILIC",111,0.223776223776224,"U6_A",0.00747687256798752,0.0598149805439002,0.014953745135975,0.00109183302686734,0.00150804206695997,210.572812772147,37.6608139744581,0.000284058420251164,0.000397063779506114
"2286","Ornithine","Ornithine_X_HILIC",134,0.0629370629370629,"U6_A",0.189878661767148,0.94939330883574,0.379757323534296,0.0173297551992505,0.0382974307719137,210.572812772147,37.6608139744581,0.00450862243960736,0.0100836196422056
"2287","Propionyl-L-carnitine","Propionyl-L-carnitine_X_HILIC",98,0.314685314685315,"U6_A",0.00136803640403758,0.0136803640403758,0.00136803640403758,0.000249714588937935,0.000137962525618958,210.572812772147,37.6608139744581,6.49673804527598e-05,3.63251948023587e-05
"2288","Sarcosine","Sarcosine_X_HILIC",137,0.041958041958042,"U6_A",0.0311346839214838,0.0934040517644513,0.0311346839214838,0.00170495129534994,0.00313984307396972,210.572812772147,37.6608139744581,0.000443571278432417,0.000826712984552048
"2289","Serine","Serine_X_HILIC",139,0.027972027972028,"U6_A",0.140179475484971,0.420538426454914,0.140179475484971,0.00767630013242761,0.0141366957931597,210.572812772147,37.6608139744581,0.00199711644119017,0.00372215734848541
"2290","Threonine","Threonine_X_HILIC",126,0.118881118881119,"U6_A",0.303443041598144,1.21377216639258,0.303443041598144,0.0221555959110795,0.0306013555464042,210.572812772147,37.6608139744581,0.00576414471751373,0.00805726190102906
"2291","Tyrosine","Tyrosine_X_HILIC",53,0.629370629370629,"U6_A",0.238081441128668,2.14273297015801,0.238081441128668,0.0391123862835502,0.0240098266567838,210.572812772147,37.6608139744581,0.0101757341888033,0.00632172850247307
"2292","Vitamin B3","Vitamin B3_X_HILIC",109,0.237762237762238,"U6_A",0.0205092458757401,0.123055475254441,0.0205092458757401,0.00224619369258252,0.00206829829323721,210.572812772147,37.6608139744581,0.000584384439921,0.000544577870506189
"2293","Adenosyl Homocysteine","Adenosyl Homocysteine_X_HILIC",142,0.0138888888888888,"U6_B",0.0012406895017567,0.0173696530245937,0.00744413701054017,0.000317057042651025,0.000750719746928214,277.54056922759,48.1388886151771,6.25841947104684e-05,0.00015463873854772
"2294","Adenosyl Methionine","Adenosyl Methionine_X_HILIC",133,0.0763888888888888,"U6_B",0.0246339755248355,0.369509632872533,0.147803853149013,0.00674484581031931,0.0149055922901385,277.54056922759,48.1388886151771,0.00133137160416186,0.00307036280647356
"2295","Argininosuccinic Acid","Argininosuccinic Acid_X_HILIC",143,0.00694444444444442,"U6_B",0.000912957547695205,0.00912957547695206,0.00365183019078082,0.000166646748630112,0.000368276542031144,277.54056922759,48.1388886151771,3.28945620539733e-05,7.58602929114878e-05
"2296","Asparagine","Asparagine_X_HILIC",125,0.131944444444444,"U6_B",0.095039809763142,0.380159239052568,0.190079619526284,0.00693923844649109,0.0191689813963578,277.54056922759,48.1388886151771,0.00136974295365384,0.00394856684469354
"2297","Aspartic acid","Aspartic acid_X_HILIC",136,0.0555555555555556,"U6_B",0.537611199527034,2.15044479810814,0.537611199527034,0.0392531541710744,0.0542165388792895,277.54056922759,48.1388886151771,0.00774821786988812,0.0111679188072808
"2298","beta-Alanine","beta-Alanine_X_HILIC",88,0.388888888888889,"U6_B",0.141534208711461,0.424602626134384,0.141534208711461,0.0077504860202684,0.0142733167316924,277.54056922759,48.1388886151771,0.00152987589279677,0.00294012206727263
"2299","Butyryl-L-carnitine","Butyryl-L-carnitine_X_HILIC",109,0.243055555555556,"U6_B",0.000372379124210593,0.00409617036631652,0.000372379124210593,7.47694649225417e-05,3.75533606505237e-05,277.54056922759,48.1388886151771,1.47588166217154e-05,7.73551560750387e-06
"2300","Carnitine","Carnitine_X_HILIC",15,0.895833333333333,"U6_B",0.0418161586326383,0.292713110428468,0.0418161586326383,0.00534304012902432,0.00421703899078644,277.54056922759,48.1388886151771,0.00105466783196094,0.00086865650278961
"2301","Citrulline","Citrulline_X_HILIC",126,0.125,"U6_B",0.0301440167683585,0.180864100610151,0.0904320503050756,0.00330140370564674,0.0091198114466595,277.54056922759,48.1388886151771,0.000651667253956801,0.00187856539497599
"2302","Creatine","Creatine_X_HILIC",52,0.638888888888889,"U6_B",0.0178132703208081,0.0712530812832324,0.0534398109624243,0.00130061845216181,0.00538925080298752,277.54056922759,48.1388886151771,0.000256730327683385,0.00111011725654123
"2303","Cystathionine","Cystathionine_X_HILIC",135,0.0625,"U6_B",0.0337763021207586,0.23643411484531,0.0675526042415171,0.00431575122016118,0.0068124853006774,277.54056922759,48.1388886151771,0.000851890285817739,0.00140328549712756
"2304","Cytosine","Cytosine_X_HILIC",21,0.854166666666667,"U6_B",0.0673958729573001,0.2695834918292,0.2021876188719,0.00492084352784025,0.0203900382081384,277.54056922759,48.1388886151771,0.000971330038629902,0.00420008904834074
"2305","Dexpanthenol","Dexpanthenol_X_HILIC",141,0.0208333333333334,"U6_B",0.00293982195304986,0.0264583975774487,0.00293982195304986,0.000482958483817332,0.000296472564849724,277.54056922759,48.1388886151771,9.53316398070517e-05,6.10695850614839e-05
"2306","DMSP","DMSP_HILIC_X_HILIC",3,0.979166666666667,"U6_B",0.770293500449015,3.85146750224508,NA,0.0703027800497422,NA,277.54056922759,48.1388886151771,0.0138771333969801,NA
"2307","Glucosylglycerol","Glucosylglycerol_X_HILIC",138,0.0416666666666666,"U6_B",1.14839562945458,10.3355606650913,NA,0.188660204897256,NA,277.54056922759,48.1388886151771,0.0372398193671493,NA
"2308","Glutamine","Glutamine_X_HILIC",50,0.652777777777778,"U6_B",0.288876958584178,1.44438479292089,0.577753917168355,0.0263650845670431,0.0582648161726861,277.54056922759,48.1388886151771,0.00520422941028292,0.0120018125425979
"2309","Glycerophosphocholine","Glycerophosphocholine_X_HILIC",40,0.722222222222222,"U6_B",0.0299020740543724,0.239216592434979,0.0299020740543724,0.00436654118784643,0.00301553792399883,277.54056922759,48.1388886151771,0.000861915766407524,0.000621162534378596
"2310","Gonyol","Gonyol_X_HILIC",47,0.673611111111111,"U6_B",0.148287817058403,1.03801471940882,NA,0.018947406531265,NA,277.54056922759,48.1388886151771,0.0037400468057613,NA
"2311","Homoserine","Homoserine_X_HILIC",131,0.0902777777777778,"U6_B",0.0194322629075549,0.0777290516302197,0.0194322629075549,0.00141882760715208,0.00195968766715963,277.54056922759,48.1388886151771,0.000280063746523774,0.000403670783987073
"2312","Choline","I104.1074R10.68_HILIC_X_HILIC",11,0.923611111111111,"U6_B",0.200692762320881,1.00346381160441,0.200692762320881,0.0183167313742043,0.0202392862364745,277.54056922759,48.1388886151771,0.00361555722969473,0.00416903605575986
"2313","Betaine","I118.0864R7.19_HILIC_X_HILIC",1,0.993055555555556,"U6_B",2.66227328690843,13.3113664345421,2.66227328690843,0.242979089415562,0.268482582382859,277.54056922759,48.1388886151771,0.0479618762460146,0.055304003966329
"2314","Dimethylsulfonioacetate (DMS-Ac)","I121.032R8.27_HILIC_X_HILIC",6,0.958333333333333,"U6_B",0.272202833239879,1.08881133295952,NA,0.0198746227540799,NA,277.54056922759,48.1388886151771,0.00392307090811889,NA
"2315","Trimethylammonium Propionate (TMAP)","I132.102R9.3_HILIC_X_HILIC",4,0.972222222222222,"U6_B",NA,NA,NA,NA,NA,277.54056922759,48.1388886151771,NA,NA
"2316","Homarine","I138.0549R5.35_HILIC_X_HILIC",2,0.986111111111111,"U6_B",19.2136589360993,134.495612552695,19.2136589360993,2.45501629221479,1.93764208714192,277.54056922759,48.1388886151771,0.484598028054072,0.399129674340708
"2317","Trigonelline","I138.055R7.72_HILIC_X_HILIC",5,0.965277777777778,"U6_B",0.192410101525275,1.34687071067692,0.192410101525275,0.0245851108111296,0.0194040037843157,277.54056922759,48.1388886151771,0.00485287867797249,0.00399697847333791
"2318","Ectoine","I143.0816R7.97_HILIC_X_HILIC",13,0.909722222222222,"U6_B",0.0369366549729175,0.221619929837505,0.073873309945835,0.00404534042489604,0.00744991024060457,277.54056922759,48.1388886151771,0.000798513638760216,0.00153458694354951
"2319","Stachydrine hydrochloride","I144.1019R6.44_HILIC_X_HILIC",19,0.868055555555556,"U6_B",0.0181864304240056,0.127305012968039,0.0181864304240056,0.00232376264909534,0.00183404905445801,277.54056922759,48.1388886151771,0.000458689745150901,0.00037779082457404
"2320","Glutamic acid","I148.0605R12.12_HILIC_X_HILIC",23,0.840277777777778,"U6_B",7.19133041099924,35.9566520549962,7.19133041099924,0.656334916307611,0.72522493051626,277.54056922759,48.1388886151771,0.129554580633258,0.149387129987292
"2321","4-Hydroxyisoleucine","I148.0968R8.21_HILIC_X_HILIC",24,0.833333333333333,"U6_B",1.13364161307721,6.80184967846327,1.13364161307721,0.124157594890174,0.114324486998509,277.54056922759,48.1388886151771,0.0245075871156176,0.0235493931349258
"2322","Guanine","I152.0567R8.12_HILIC_X_HILIC",37,0.743055555555556,"U6_B",0.235564991001871,1.17782495500935,1.17782495500935,0.0214994333201182,0.118780249597555,277.54056922759,48.1388886151771,0.00424379382908705,0.0244672236707603
"2323","Betonicine","I160.0969R8.37_HILIC_X_HILIC",29,0.798611111111111,"U6_B",0.0125453688832829,0.0878175821829801,0.0125453688832829,0.00160297864673956,0.00126516426818101,277.54056922759,48.1388886151771,0.000316413497411859,0.000260607779784255
"2324","Arginine","I175.119R17.83_HILIC_X_HILIC",41,0.715277777777778,"U6_B",0.335559971910235,2.01335983146141,1.34223988764094,0.0367508730918044,0.135361021343378,277.54056922759,48.1388886151771,0.00725429020004065,0.0278826521810843
"2325","Arsenobetaine","I179.0048R7.02_HILIC_X_HILIC",75,0.479166666666667,"U6_B",0.00300044502315151,0.0150022251157576,NA,0.000273843186254337,NA,277.54056922759,48.1388886151771,5.40541700174123e-05,NA
"2326","Acetyl-L-carnitine","I204.1232R7.22_HILIC_X_HILIC",28,0.805555555555556,"U6_B",0.0123079159180242,0.110771243262218,0.0123079159180242,0.00202196340650953,0.00124121782150305,277.54056922759,48.1388886151771,0.000399117302275844,0.000255675115734679
"2327","Deoxyadenosine","I252.1092R3.46_HILIC_X_HILIC",31,0.784722222222222,"U6_B",0.0383238386615921,0.383238386615921,0.191619193307961,0.0069954436809273,0.0193242429717588,277.54056922759,48.1388886151771,0.00138083735895798,0.00398054875840127
"2328","Guanosine","I284.0991R8.89_HILIC_X_HILIC",78,0.458333333333333,"U6_B",0.112716829020333,1.12716829020333,0.563584145101663,0.0205747716523679,0.0568358355286065,277.54056922759,48.1388886151771,0.00406127397281159,0.0117074606687944
"2329","Lysine","Lysine_X_HILIC",110,0.236111111111111,"U6_B",0.221999371943485,1.33199623166091,0.44399874388697,0.0243135994389039,0.0447759927276089,277.54056922759,48.1388886151771,0.00479928478696979,0.00922328613434144
"2330","Methionine Sulfoxide","Methionine Sulfoxide_X_HILIC",123,0.145833333333333,"U6_B",0.0771056812358606,0.385528406179303,0.0771056812358606,0.00703724456372852,0.00777588556230946,277.54056922759,48.1388886151771,0.00138908847543351,0.00160173372202762
"2331","N(e)-Acetyl-Lysine","N(e)-Acetyl-Lysine_X_HILIC",121,0.159722222222222,"U6_B",0.00582484982147878,0.0465987985718302,0.0116496996429576,0.000850591387482299,0.00117483860860806,277.54056922759,48.1388886151771,0.000167899052385448,0.000242001840468013
"2332","Ornithine","Ornithine_X_HILIC",140,0.0277777777777778,"U6_B",0.0838748246071741,0.419374123035871,0.167749649214348,0.00765504751452743,0.0169170682951138,277.54056922759,48.1388886151771,0.00151103719432085,0.00348470133067136
"2333","Propionyl-L-carnitine","Propionyl-L-carnitine_X_HILIC",76,0.472222222222222,"U6_B",0.00322300648588806,0.0322300648588806,0.00322300648588806,0.000588311639509356,0.000325030908217835,277.54056922759,48.1388886151771,0.00011612740057635,6.69522412877624e-05
"2334","Sarcosine","Sarcosine_X_HILIC",115,0.201388888888889,"U6_B",0.335794519695092,1.00738355908527,0.335794519695092,0.0183882805031629,0.0338639088034582,277.54056922759,48.1388886151771,0.00362968038110203,0.00697553535935233
"2335","Serine","Serine_X_HILIC",139,0.0347222222222222,"U6_B",0.191434759837632,0.574304279512896,0.191434759837632,0.0104830658497535,0.0193056433882243,277.54056922759,48.1388886151771,0.0020692624545349,0.00397671748028842
"2336","Threonine","Threonine_X_HILIC",127,0.118055555555556,"U6_B",0.319570160833868,1.27828064333547,0.319570160833868,0.0233331016963981,0.032227729007046,277.54056922759,48.1388886151771,0.00460574339417475,0.00663850309026692
"2337","Tyrosine","Tyrosine_X_HILIC",63,0.5625,"U6_B",0.22140534130278,1.99264807172502,0.22140534130278,0.0363728108886723,0.0223280900870089,277.54056922759,48.1388886151771,0.00717966413800572,0.00459930313457582
"2338","Vitamin B3","Vitamin B3_X_HILIC",91,0.368055555555556,"U6_B",0.047462920897119,0.284777525382714,0.047462920897119,0.00519818789030947,0.00478649867861224,277.54056922759,48.1388886151771,0.00102607530918908,0.000985957970000889
"2339","Adenosyl Homocysteine","Adenosyl Homocysteine_X_HILIC",142,0.0138888888888888,"U7_A",0.000623164139425382,0.00872429795195535,0.00373898483655229,0.000159249013433764,0.00037706583668337,249.011853782268,45.598697814529,3.50356732799706e-05,8.19976230847747e-05
"2340","Adenosyl Methionine","Adenosyl Methionine_X_HILIC",137,0.0486111111111112,"U7_A",0.0102872543348331,0.154308815022497,0.0617235260089989,0.00281667667608238,0.00622463957331574,249.011853782268,45.598697814529,0.000619684616128445,0.00135362475174306
"2341","Argininosuccinic Acid","Argininosuccinic Acid_X_HILIC",143,0.00694444444444442,"U7_A",0.000257537843119876,0.00257537843119876,0.0010301513724795,4.70096822283652e-05,0.000103887794723629,249.011853782268,45.598697814529,1.03423929105424e-05,2.25916840140831e-05
"2342","Asparagine","Asparagine_X_HILIC",128,0.111111111111111,"U7_A",0.0676005107627243,0.270402043050897,0.135201021525449,0.0049357849563905,0.0136346330703357,249.011853782268,45.598697814529,0.00108590028524237,0.00296501935374062
"2343","Aspartic acid","Aspartic acid_X_HILIC",136,0.0555555555555556,"U7_A",0.334636330306353,1.33854532122541,0.334636330306353,0.0244331432758727,0.0337471087440856,249.011853782268,45.598697814529,0.00537542812076654,0.00733872558526721
"2344","beta-Alanine","beta-Alanine_X_HILIC",103,0.284722222222222,"U7_A",0.103776507384234,0.311329522152701,0.103776507384234,0.00568285488742518,0.0104655614546424,249.011853782268,45.598697814529,0.00125025984676586,0.00227586559173994
"2345","Butyryl-L-carnitine","Butyryl-L-carnitine_X_HILIC",112,0.222222222222222,"U7_A",0.000275020542797468,0.00302522597077215,0.000275020542797468,5.52209763940594e-05,2.7735028519309e-05,249.011853782268,45.598697814529,1.21489235344489e-05,6.03132448904799e-06
"2346","Carnitine","Carnitine_X_HILIC",15,0.895833333333333,"U7_A",0.036617940598288,0.256325584188016,0.036617940598288,0.00467884024875905,0.00369281369486567,249.011853782268,45.598697814529,0.0010293710130448,0.000803047945518753
"2347","Citrulline","Citrulline_X_HILIC",132,0.0833333333333334,"U7_A",0.0148194317581838,0.0889165905491029,0.0444582952745515,0.00162303940108614,0.00448349085060019,249.011853782268,45.598697814529,0.000357077742278286,0.000974990458178957
"2348","Creatine","Creatine_X_HILIC",48,0.666666666666667,"U7_A",0.0170203365715273,0.0680813462861092,0.0510610097145819,0.00124272317257063,0.00514935555814662,249.011853782268,45.598697814529,0.000273406045744467,0.00111979096250228
"2349","Cystathionine","Cystathionine_X_HILIC",134,0.0694444444444444,"U7_A",0.0252112685952329,0.17647888016663,0.0504225371904658,0.00322135806378925,0.00508496744558953,249.011853782268,45.598697814529,0.000708716783904354,0.00110578897221051
"2350","Cytosine","Cytosine_X_HILIC",26,0.819444444444444,"U7_A",0.0436481964678459,0.174592785871383,0.130944589403538,0.00318693023275744,0.0132053841673596,249.011853782268,45.598697814529,0.000701142468599284,0.00287167387841095
"2351","Dexpanthenol","Dexpanthenol_X_HILIC",141,0.0208333333333334,"U7_A",0.000819563584066482,0.00737607225659834,0.000819563584066482,0.000134639169403445,8.26506236452684e-05,249.011853782268,45.598697814529,2.96213700053326e-05,1.79733988764334e-05
"2352","DMSP","DMSP_HILIC_X_HILIC",3,0.979166666666667,"U7_A",0.861399309849526,4.30699654924763,NA,0.0786177816378437,NA,249.011853782268,45.598697814529,0.0172963514942289,NA
"2353","Glucosylglycerol","Glucosylglycerol_X_HILIC",138,0.0416666666666666,"U7_A",0.56876483104823,5.11888347943407,NA,0.0934375635118661,NA,249.011853782268,45.598697814529,0.0205567863604997,NA
"2354","Glutamine","Glutamine_X_HILIC",70,0.513888888888889,"U7_A",0.15416957745135,0.770847887256749,0.3083391549027,0.014070675512134,0.0310951144516639,249.011853782268,45.598697814529,0.00309562727857432,0.00676201667330189
"2355","Glycerophosphocholine","Glycerophosphocholine_X_HILIC",44,0.694444444444444,"U7_A",0.0271157200611741,0.216925760489392,0.0271157200611741,0.0039596553827649,0.00273454216026362,249.011853782268,45.598697814529,0.000871146321729201,0.000594659965323269
"2356","Gonyol","Gonyol_X_HILIC",37,0.743055555555556,"U7_A",0.238760434713206,1.67132304299244,NA,0.0305075029751833,NA,249.011853782268,45.598697814529,0.0067118212149604,NA
"2357","Homoserine","Homoserine_X_HILIC",135,0.0625,"U7_A",0.00777497192350529,0.0310998876940212,0.00777497192350529,0.000567681945349393,0.000784083493697589,249.011853782268,45.598697814529,0.000124893201755827,0.000170508639416189
"2358","Choline","I104.1074R10.68_HILIC_X_HILIC",12,0.916666666666667,"U7_A",0.185726795789075,0.928633978945376,0.185726795789075,0.0169508246740905,0.0187300116769943,249.011853782268,45.598697814529,0.00372927619645512,0.00407307236150716
"2359","Betaine","I118.0864R7.19_HILIC_X_HILIC",1,0.993055555555556,"U7_A",2.54036298569133,12.7018149284567,2.54036298569133,0.231852638150859,0.256188280122159,249.011853782268,45.598697814529,0.051008876627869,0.0557113055294728
"2360","Dimethylsulfonioacetate (DMS-Ac)","I121.032R8.27_HILIC_X_HILIC",9,0.9375,"U7_A",0.191405042409411,0.765620169637645,NA,0.0139752513441451,NA,249.011853782268,45.598697814529,0.00307463342812223,NA
"2361","Trimethylammonium Propionate (TMAP)","I132.102R9.3_HILIC_X_HILIC",4,0.972222222222222,"U7_A",NA,NA,NA,NA,NA,249.011853782268,45.598697814529,NA,NA
"2362","Homarine","I138.0549R5.35_HILIC_X_HILIC",2,0.986111111111111,"U7_A",19.1571032657275,134.099722860093,19.1571032657275,2.44778991786092,1.93193861090435,249.011853782268,45.598697814529,0.538527466958851,0.420123911074134
"2363","Trigonelline","I138.055R7.72_HILIC_X_HILIC",6,0.958333333333333,"U7_A",0.203004848492224,1.42103393944557,0.203004848492224,0.0259388496540152,0.0204724534582719,249.011853782268,45.598697814529,0.00570669194201533,0.00445198784662532
"2364","Ectoine","I143.0816R7.97_HILIC_X_HILIC",14,0.902777777777778,"U7_A",0.0246357247546576,0.147814348527946,0.0492714495093152,0.00269812990157611,0.00496888357294425,249.011853782268,45.598697814529,0.000593603662969363,0.00108054510042644
"2365","Stachydrine hydrochloride","I144.1019R6.44_HILIC_X_HILIC",19,0.868055555555556,"U7_A",0.013635946892026,0.0954516282441824,0.013635946892026,0.00174232674219083,0.00137514591488766,249.011853782268,45.598697814529,0.000383321624229358,0.000299042462736321
"2366","Glutamic acid","I148.0605R12.12_HILIC_X_HILIC",34,0.763888888888889,"U7_A",4.02495452671853,20.1247726335926,4.02495452671853,0.367347631308277,0.405905055134987,249.011853782268,45.598697814529,0.080818532643789,0.0882690673117437
"2367","4-Hydroxyisoleucine","I148.0968R8.21_HILIC_X_HILIC",25,0.826388888888889,"U7_A",1.15641073369013,6.93846440214079,1.15641073369013,0.126651292387208,0.116620687140998,249.011853782268,45.598697814529,0.0278639924033804,0.0253606087260164
"2368","Guanine","I152.0567R8.12_HILIC_X_HILIC",36,0.75,"U7_A",0.311319094016549,1.55659547008274,1.55659547008274,0.028413322686966,0.156978163582366,249.011853782268,45.598697814529,0.0062510898434731,0.0341368404074637
"2369","Betonicine","I160.0969R8.37_HILIC_X_HILIC",30,0.791666666666667,"U7_A",0.0121470508718112,0.0850293561026783,0.0121470508718112,0.00155208374895368,0.00122499504556385,249.011853782268,45.598697814529,0.000341467102112442,0.000266390301784907
"2370","Arginine","I175.119R17.83_HILIC_X_HILIC",33,0.770833333333333,"U7_A",0.741578525575499,4.44947115345299,2.966314102302,0.0812184424914755,0.299144221692416,249.011853782268,45.598697814529,0.0178685114217235,0.0650526055451707
"2371","Arsenobetaine","I179.0048R7.02_HILIC_X_HILIC",71,0.506944444444444,"U7_A",0.00241637241725037,0.0120818620862519,NA,0.000220536326048698,NA,249.011853782268,45.598697814529,4.85192246984999e-05,NA
"2372","Acetyl-L-carnitine","I204.1232R7.22_HILIC_X_HILIC",29,0.798611111111111,"U7_A",0.0112031549884997,0.100828394896497,0.0112031549884997,0.00184047157740394,0.00112980586814237,249.011853782268,45.598697814529,0.000404914036681402,0.00024569023953421
"2373","Deoxyadenosine","I252.1092R3.46_HILIC_X_HILIC",28,0.805555555555556,"U7_A",0.0476798203993104,0.476798203993104,0.238399101996552,0.00870323824461712,0.0240418618391037,249.011853782268,45.598697814529,0.00191476107161553,0.00522819978250764
"2374","Guanosine","I284.0991R8.89_HILIC_X_HILIC",94,0.347222222222222,"U7_A",0.0834459014581381,0.834459014581381,0.417229507290691,0.0152318015220024,0.0420763924254428,249.011853782268,45.598697814529,0.00335108149233337,0.00915003119141155
"2375","Lysine","Lysine_X_HILIC",108,0.25,"U7_A",0.240276924517082,1.44166154710249,0.480553849034165,0.0263153757867716,0.0484624696484636,249.011853782268,45.598697814529,0.00578952979629259,0.0105387625538957
"2376","Methionine Sulfoxide","Methionine Sulfoxide_X_HILIC",126,0.125,"U7_A",0.0621226451233174,0.310613225616587,0.0621226451233174,0.00566977996525604,0.00626488958484443,249.011853782268,45.598697814529,0.00124738329078977,0.00136237761385202
